studentID,Prelab1,Prelab1-attempts,Prelab1-questions,Prelab1-growths,Prelab1-timeSpent,Prelab1-lastSubmit,Inlab1,Inlab1-attempts,Inlab1-questions,Inlab1-growths,Inlab1-timeSpent,Inlab1-lastSubmit,Prelab2,Prelab2-attempts,Prelab2-questions,Prelab2-growths,Prelab2-timeSpent,Prelab2-lastSubmit,Inlab2,Inlab2-attempts,Inlab2-questions,Inlab2-growths,Inlab2-timeSpent,Inlab2-lastSubmit,Prelab3,Prelab3-attempts,Prelab3-questions,Prelab3-growths,Prelab3-timeSpent,Prelab3-lastSubmit,Inlab3,Inlab3-attempts,Inlab3-questions,Inlab3-growths,Inlab3-timeSpent,Inlab3-lastSubmit,Prelab4,Prelab4-attempts,Prelab4-questions,Prelab4-growths,Prelab4-timeSpent,Prelab4-lastSubmit,Inlab4,Inlab4-attempts,Inlab4-questions,Inlab4-growths,Inlab4-timeSpent,Inlab4-lastSubmit
2113290,8.263,21.0,10.0,4.263,75.25,1643038020.0,8.818999999999999,10.0,10.0,0.0,1.1666666666666667,1643091240.0,10.0,10.0,9.0,1.1111111111111112,53.1,1645017540.0,9.666666666666666,10.0,9.0,1.0,27.65,1645504320.0,8.4,13.0,10.0,2.3,73.18333333333334,1649323380.0,8.916666666666666,25.0,12.0,8.083333333333334,157.95,1649601360.0,9.857142857142858,8.0,7.0,1.4285714285714286,58.63333333333333,1649854860.0,10.0,14.0,8.0,5.375,13.366666666666667,1650292500.0
2014773,9.9,11.0,10.0,0.0,28.583333333333332,1642870440.0,7.4,10.0,9.0,0.0,92.56666666666666,1645146600.0,10.0,9.0,9.0,0.0,7.283333333333333,1645024920.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.333333333333334,14.0,12.0,1.5,98.7,1650645540.0,8.571428571428571,7.0,7.0,0.0,24.4,1650471780.0,10.0,8.0,8.0,0.0,3.533333333333333,1650685860.0
2011169,8.782,14.0,10.0,2.6,548.1,1644741540.0,7.8,11.0,10.0,0.9,97.58333333333333,1645499640.0,10.0,9.0,9.0,0.0,23.316666666666666,1645583760.0,10.0,10.0,9.0,0.4444444444444444,3.7333333333333334,1646366520.0,9.0,10.0,10.0,0.0,46.06666666666667,1649302560.0,8.25,12.0,12.0,0.0,25.516666666666666,1650074940.0,8.571428571428571,7.0,7.0,0.0,0.7666666666666667,1650175500.0,10.0,8.0,8.0,0.0,2.8833333333333333,1650597420.0
2012430,10.0,16.0,10.0,0.8,450.73333333333335,1644391860.0,10.0,10.0,10.0,0.0,24.983333333333334,1645070940.0,10.0,9.0,9.0,0.0,0.55,1645023420.0,10.0,10.0,9.0,0.0,2.283333333333333,1646189580.0,10.0,10.0,10.0,0.0,5.916666666666667,1649084280.0,10.0,15.0,12.0,0.0,36.43333333333333,1649941500.0,10.0,7.0,7.0,0.0,21.116666666666667,1649822940.0,10.0,8.0,8.0,0.0,1.4833333333333334,1651024800.0
2152170,10.0,11.0,10.0,0.0,461.3333333333333,1644429720.0,10.0,13.0,10.0,0.0,8.05,1644759960.0,10.0,9.0,9.0,0.0,19.783333333333335,1644901320.0,10.0,9.0,9.0,0.0,4.15,1645861800.0,10.0,10.0,10.0,0.0,28.316666666666666,1649162820.0,10.0,12.0,12.0,0.0,1.8666666666666667,1649300280.0,10.0,8.0,7.0,0.0,2.15,1649960760.0,10.0,8.0,8.0,0.0,2.033333333333333,1650784380.0
2111538,9.9,13.0,10.0,1.0,75.05,1643040420.0,10.0,10.0,10.0,0.0,5.866666666666666,1645084080.0,10.0,15.0,9.0,3.7777777777777777,118.85,1645236780.0,10.0,9.0,9.0,0.0,2.45,1646277060.0,10.0,14.0,10.0,2.4,68.98333333333333,1649309220.0,10.0,17.0,12.0,0.0,2.6333333333333333,1649907900.0,10.0,9.0,7.0,2.857142857142857,46.15,1649901360.0,10.0,10.0,8.0,0.0,0.5833333333333334,1651109880.0
2013369,10.0,13.0,10.0,0.2,533.0666666666667,1644689520.0,9.727,10.0,10.0,0.0,55.4,1645274520.0,10.0,9.0,9.0,0.0,16.25,1645515420.0,10.0,9.0,9.0,0.0,3.816666666666667,1646297940.0,9.7,14.0,10.0,1.9,192.48333333333332,1649774040.0,9.916666666666666,12.0,12.0,0.0,26.316666666666666,1650008880.0,10.0,7.0,7.0,0.0,13.866666666666667,1649906040.0,6.125,7.0,7.0,0.0,26.033333333333335,1651821720.0
2014289,9.9,11.0,10.0,0.0,24.483333333333334,1642859040.0,8.555,13.0,10.0,0.2,262.31666666666666,1644331920.0,10.0,9.0,9.0,0.0,5.866666666666666,1644926220.0,8.88888888888889,12.0,9.0,0.2222222222222222,12.8,1646226120.0,10.0,11.0,10.0,0.9,7.9,1649066040.0,9.416666666666666,12.0,12.0,0.0,4.45,1649828940.0,9.857142857142858,8.0,7.0,0.7142857142857143,1.85,1649829060.0,0.0,0.0,0.0,0.0,0.0,0.0
2110029,10.0,13.0,10.0,0.2,66.33333333333333,1643009820.0,10.0,11.0,10.0,0.45499999999999996,27.566666666666666,1645174500.0,10.0,9.0,9.0,0.0,6.283333333333333,1645197660.0,10.0,9.0,9.0,0.0,4.65,1646301120.0,10.0,12.0,10.0,1.9,72.91666666666667,1649498640.0,10.0,12.0,12.0,0.0,8.8,1649945520.0,10.0,7.0,7.0,0.0,47.416666666666664,1650279180.0,10.0,9.0,8.0,0.0,41.43333333333333,1651877220.0
2152112,10.0,10.0,10.0,0.0,48.15,1642944600.0,10.0,13.0,10.0,0.6359999999999999,5.616666666666666,1644751200.0,10.0,10.0,9.0,1.1111111111111112,17.75,1644912120.0,10.0,9.0,9.0,0.0,1.9833333333333334,1645419780.0,10.0,10.0,10.0,0.0,4.866666666666666,1649082060.0,10.0,12.0,12.0,0.0,1.3833333333333333,1649299080.0,10.0,7.0,7.0,0.0,0.5833333333333334,1649954640.0,10.0,8.0,8.0,0.0,1.9666666666666666,1650783780.0
2110546,10.0,10.0,10.0,0.0,23.683333333333334,1642861140.0,10.0,10.0,10.0,0.0,6.833333333333333,1643104080.0,10.0,9.0,9.0,0.0,1.85,1644833640.0,10.0,9.0,9.0,0.0,3.533333333333333,1645417200.0,10.0,10.0,10.0,0.0,17.7,1649126460.0,10.0,12.0,12.0,0.0,25.633333333333333,1649130960.0,10.0,9.0,7.0,1.5714285714285714,62.95,1649900880.0,10.0,8.0,8.0,0.0,2.4833333333333334,1650253200.0
1914022,9.9,14.0,10.0,1.2,551.95,1644759180.0,9.8,12.0,10.0,1.3,103.71666666666667,1645521600.0,10.0,9.0,9.0,0.0,13.116666666666667,1645077360.0,9.444444444444445,18.0,9.0,2.888888888888889,175.55,1646580180.0,6.6,11.0,10.0,0.0,56.0,1649349060.0,10.0,14.0,12.0,0.5833333333333334,2.4166666666666665,1649991840.0,10.0,8.0,7.0,1.4285714285714286,144.41666666666666,1650204000.0,9.875,8.0,8.0,0.0,1.7833333333333334,1650593100.0
2153390,10.0,11.0,10.0,0.545,461.73333333333335,1644430020.0,9.0,11.0,10.0,1.0,37.56666666666667,1644592740.0,10.0,11.0,9.0,2.2222222222222223,39.516666666666666,1644979980.0,10.0,9.0,9.0,0.0,25.166666666666668,1645753860.0,10.0,11.0,10.0,0.2,49.733333333333334,1649261580.0,10.0,12.0,12.0,0.0,26.583333333333332,1649387580.0,10.0,7.0,7.0,0.0,5.55,1650297000.0,10.0,8.0,8.0,0.0,24.8,1650590040.0
2115337,10.0,11.0,10.0,0.1,19.85,1642843320.0,10.0,10.0,10.0,0.0,4.366666666666666,1645076460.0,10.0,9.0,9.0,0.0,85.58333333333333,1645502400.0,10.0,9.0,9.0,0.0,2.0833333333333335,1646275200.0,10.0,11.0,10.0,0.2,18.85,1649135640.0,10.0,12.0,12.0,0.0,3.3,1649910780.0,10.0,7.0,7.0,0.0,0.8333333333333334,1650185220.0,10.0,8.0,8.0,0.0,2.0833333333333335,1651115160.0
2113928,10.0,24.0,10.0,1.0,308.3333333333333,1643879280.0,10.0,19.0,10.0,0.909,627.2333333333333,1645242360.0,10.0,10.0,9.0,0.0,1.1,1644803640.0,10.0,11.0,9.0,0.6666666666666666,3.35,1645851060.0,10.0,12.0,10.0,0.0,29.266666666666666,1649144640.0,10.0,13.0,12.0,0.08333333333333333,2.0,1649758500.0,10.0,8.0,7.0,1.4285714285714286,4.883333333333334,1649659020.0,10.0,12.0,8.0,5.0,364.46666666666664,1650956340.0
2152674,10.0,17.0,10.0,0.545,494.21666666666664,1644552480.0,10.0,13.0,10.0,0.364,30.033333333333335,1644587340.0,10.0,10.0,9.0,1.1111111111111112,100.75,1645193580.0,10.0,10.0,9.0,0.2222222222222222,2.5166666666666666,1645692240.0,10.0,11.0,10.0,0.0,50.666666666666664,1649224020.0,10.0,12.0,12.0,0.0,1.5833333333333333,1649317800.0,10.0,7.0,7.0,0.0,3.15,1649944380.0,10.0,8.0,8.0,0.0,0.5333333333333333,1650523680.0
2112200,9.9,10.0,10.0,0.0,63.45,1643004000.0,9.355,15.0,10.0,1.2730000000000001,509.78333333333336,1645017720.0,10.0,10.0,9.0,1.1111111111111112,21.066666666666666,1645007280.0,10.0,9.0,9.0,0.0,2.4,1645605780.0,10.0,13.0,10.0,2.4,48.78333333333333,1649259120.0,9.25,13.0,12.0,0.08333333333333333,25.666666666666668,1649318160.0,10.0,8.0,7.0,0.0,1.0166666666666666,1650125880.0,10.0,8.0,8.0,0.0,3.0,1650446220.0
2152483,10.0,17.0,10.0,0.0,564.7333333333333,1644808320.0,10.0,14.0,10.0,0.2,2.9833333333333334,1643017980.0,10.0,9.0,9.0,0.0,4.6,1644850500.0,10.0,9.0,9.0,0.0,2.316666666666667,1645429740.0,10.0,15.0,10.0,4.1,79.78333333333333,1649327640.0,10.0,12.0,12.0,0.0,2.7666666666666666,1649059740.0,10.0,8.0,7.0,1.4285714285714286,89.5,1649986800.0,10.0,8.0,8.0,0.0,2.3,1650268500.0
2110866,10.0,13.0,10.0,1.3,50.0,1642953960.0,10.0,12.0,10.0,0.273,6.3,1645169640.0,10.0,13.0,9.0,2.2222222222222223,37.86666666666667,1644984300.0,10.0,9.0,9.0,0.0,0.6166666666666667,1646373900.0,10.0,11.0,10.0,0.1,7.3,1649063580.0,10.0,13.0,12.0,0.0,3.3833333333333333,1650006780.0,10.0,7.0,7.0,0.0,0.3333333333333333,1649643360.0,10.0,8.0,8.0,0.0,1.3833333333333333,1651204200.0
2115036,9.6,11.0,10.0,0.0,41.35,1642923120.0,8.918000000000001,11.0,10.0,0.9,126.31666666666666,1643468580.0,10.0,9.0,9.0,0.0,3.783333333333333,1645276020.0,8.88888888888889,9.0,9.0,0.0,6.566666666666666,1645448640.0,8.5,10.0,10.0,0.0,32.5,1649252460.0,9.916666666666666,14.0,12.0,0.6666666666666666,97.85,1649408820.0,9.428571428571429,7.0,7.0,0.0,1.9666666666666666,1649857140.0,10.0,8.0,8.0,0.0,6.0,1650284940.0
2152097,10.0,11.0,10.0,0.727,34.766666666666666,1642899540.0,10.0,10.0,10.0,0.0,3.283333333333333,1644487080.0,10.0,9.0,9.0,0.0,1.8,1644853440.0,10.0,9.0,9.0,0.0,1.9,1645690500.0,10.0,10.0,10.0,0.0,15.666666666666666,1649090640.0,10.0,12.0,12.0,0.0,1.0666666666666667,1649316060.0,10.0,8.0,7.0,1.4285714285714286,100.01666666666667,1650008280.0,10.0,13.0,8.0,5.0,245.53333333333333,1650529320.0
2152646,10.0,10.0,10.0,0.0,14.433333333333334,1642827360.0,10.0,13.0,10.0,0.0,3.2,1644486900.0,10.0,10.0,9.0,1.1111111111111112,74.43333333333334,1645077780.0,10.0,9.0,9.0,0.0,0.9,1645686120.0,10.0,13.0,10.0,0.0,176.53333333333333,1649682600.0,10.0,12.0,12.0,0.0,1.5666666666666667,1649317800.0,10.0,13.0,7.0,0.0,180.0,1650297000.0,10.0,8.0,8.0,0.0,0.5833333333333334,1650523980.0
2153214,9.9,15.0,10.0,0.5549999999999999,99.08333333333333,1643124360.0,9.809000000000001,16.0,10.0,1.6,11.133333333333333,1644497040.0,10.0,10.0,9.0,1.1111111111111112,2.45,1644808980.0,10.0,10.0,9.0,0.5555555555555556,1.3,1645666920.0,10.0,11.0,10.0,0.5,10.483333333333333,1649069640.0,10.0,13.0,12.0,0.0,2.85,1649300760.0,10.0,7.0,7.0,0.0,74.33333333333333,1649905020.0,10.0,9.0,8.0,0.0,26.216666666666665,1650597060.0
2153431,10.0,11.0,10.0,0.0,44.13333333333333,1642935120.0,9.091,11.0,10.0,0.2,1.8333333333333333,1645007340.0,10.0,9.0,9.0,0.0,1.8666666666666667,1645522560.0,10.0,9.0,9.0,0.0,3.75,1646540940.0,10.0,10.0,10.0,0.0,40.983333333333334,1649209620.0,10.0,12.0,12.0,0.0,2.6666666666666665,1649839740.0,10.0,9.0,7.0,2.857142857142857,55.516666666666666,1650293820.0,10.0,8.0,8.0,0.0,3.2666666666666666,1651052520.0
2153158,10.0,10.0,10.0,0.0,38.86666666666667,1642908840.0,10.0,10.0,10.0,0.0,4.5,1644749460.0,10.0,10.0,9.0,0.0,2.7666666666666666,1644847200.0,10.0,9.0,9.0,0.0,13.866666666666667,1645931700.0,10.0,11.0,10.0,1.0,53.46666666666667,1649256720.0,10.0,12.0,12.0,0.0,2.45,1649302380.0,10.0,7.0,7.0,0.0,72.93333333333334,1650218460.0,8.75,7.0,7.0,0.0,2.533333333333333,1650786420.0
2114607,10.0,14.0,10.0,0.2,82.56666666666666,1643073960.0,9.9,18.0,10.0,4.8,150.65,1645368960.0,10.0,9.0,9.0,0.0,45.1,1645458840.0,10.0,11.0,9.0,1.1111111111111112,120.48333333333333,1646620320.0,10.0,11.0,10.0,1.0,118.51666666666667,1649676420.0,9.083333333333334,14.0,12.0,0.8333333333333334,176.71666666666667,1651501320.0,10.0,8.0,7.0,0.0,24.7,1650300720.0,0.875,1.0,1.0,0.0,0.0,1651505880.0
2114988,10.0,10.0,10.0,0.0,25.933333333333334,1642866960.0,10.0,11.0,10.0,1.0,43.81666666666667,1643164140.0,10.0,9.0,9.0,0.0,36.68333333333333,1645061580.0,10.0,11.0,9.0,2.2222222222222223,70.01666666666667,1645676820.0,10.0,10.0,10.0,0.0,19.416666666666668,1649154000.0,10.0,12.0,12.0,0.0,8.083333333333334,1649083860.0,10.0,7.0,7.0,0.0,8.95,1649673420.0,10.0,11.0,8.0,2.625,32.93333333333333,1650381240.0
2114094,10.0,10.0,10.0,0.0,96.23333333333333,1643123940.0,10.0,10.0,10.0,0.0,28.65,1645178580.0,10.0,9.0,9.0,0.0,12.316666666666666,1645503180.0,10.0,9.0,9.0,0.0,2.2333333333333334,1646292660.0,10.0,10.0,10.0,0.0,117.41666666666667,1649568240.0,10.0,13.0,12.0,0.16666666666666666,31.75,1650028380.0,10.0,7.0,7.0,0.0,5.083333333333333,1650273960.0,10.0,8.0,8.0,0.0,1.2666666666666666,1651732320.0
2112953,10.0,13.0,10.0,0.46399999999999997,133.63333333333333,1643259300.0,9.909,12.0,10.0,0.0,136.91666666666666,1643506980.0,10.0,9.0,9.0,0.0,15.35,1645073160.0,8.88888888888889,11.0,9.0,1.1111111111111112,56.4,1645627560.0,10.0,13.0,10.0,1.8,55.516666666666666,1649242380.0,8.5,15.0,12.0,0.8333333333333334,151.51666666666668,1649601300.0,10.0,8.0,7.0,0.0,96.05,1650276780.0,9.75,11.0,8.0,3.375,45.21666666666667,1650425880.0
2114303,10.0,11.0,10.0,0.0,20.316666666666666,1642843980.0,10.0,11.0,10.0,0.0,96.6,1645168800.0,10.0,12.0,9.0,1.1111111111111112,197.58333333333334,1645539960.0,10.0,9.0,9.0,0.0,37.7,1646030580.0,10.0,13.0,10.0,2.7,66.95,1649296560.0,10.0,12.0,12.0,0.0,28.7,1650967980.0,10.0,8.0,7.0,1.4285714285714286,66.1,1650185280.0,10.0,8.0,8.0,0.0,36.06666666666667,1651852380.0
2153258,10.0,10.0,10.0,0.0,44.28333333333333,1642938180.0,10.0,11.0,10.0,0.18200000000000002,6.05,1644672240.0,10.0,12.0,9.0,2.2222222222222223,55.86666666666667,1645101300.0,10.0,9.0,9.0,0.0,1.0666666666666667,1645859340.0,10.0,11.0,10.0,0.0,79.81666666666666,1649319720.0,10.0,12.0,12.0,0.0,1.5833333333333333,1649492340.0,10.0,7.0,7.0,0.0,0.7333333333333333,1649930280.0,10.0,8.0,8.0,0.0,1.1833333333333333,1650698460.0
2153650,10.0,12.0,10.0,0.0,71.51666666666667,1643036880.0,10.0,10.0,10.0,0.0,3.65,1643025300.0,10.0,9.0,9.0,0.0,68.41666666666667,1645099440.0,10.0,9.0,9.0,0.0,2.7333333333333334,1645430820.0,10.0,11.0,10.0,0.0,97.91666666666667,1649482740.0,10.0,12.0,12.0,0.0,3.216666666666667,1649062080.0,10.0,7.0,7.0,0.0,0.9,1649729760.0,10.0,8.0,8.0,0.0,1.2166666666666666,1650263340.0
2010448,10.0,14.0,10.0,1.1,547.25,1644749520.0,10.0,11.0,10.0,0.0,22.15,1645083360.0,10.0,9.0,9.0,0.0,1.5,1645684680.0,10.0,9.0,9.0,0.0,2.8,1646189880.0,10.0,11.0,10.0,1.0,46.06666666666667,1649504160.0,10.0,12.0,12.0,0.0,24.266666666666666,1649896680.0,10.0,7.0,7.0,0.0,0.75,1649820840.0,10.0,8.0,8.0,0.0,2.1666666666666665,1651026420.0
2012920,9.9,15.0,10.0,0.673,576.55,1644855060.0,10.0,14.0,10.0,2.8,215.15,1645326180.0,10.0,9.0,9.0,0.0,0.6,1645175220.0,10.0,10.0,9.0,0.3333333333333333,184.13333333333333,1646413680.0,10.0,12.0,10.0,2.0,204.88333333333333,1649780520.0,6.583333333333333,14.0,12.0,1.6666666666666667,206.81666666666666,1650127980.0,8.571428571428571,6.0,6.0,0.0,7.433333333333334,1650095700.0,10.0,8.0,8.0,0.0,0.08333333333333333,1650620280.0
2152691,10.0,12.0,10.0,1.1,13.016666666666667,1642826460.0,10.0,10.0,10.0,0.0,2.9166666666666665,1644484800.0,10.0,10.0,9.0,1.1111111111111112,24.25,1645347000.0,10.0,9.0,9.0,0.0,0.45,1645685100.0,10.0,10.0,10.0,0.0,2.25,1649052060.0,10.0,12.0,12.0,0.0,1.05,1649315880.0,10.0,7.0,7.0,0.0,0.8166666666666667,1649667780.0,10.0,8.0,8.0,0.0,1.15,1650525900.0
2111617,9.9,14.0,10.0,1.9,430.7,1644330240.0,10.0,11.0,10.0,1.0,76.23333333333333,1645359060.0,10.0,9.0,9.0,0.0,85.21666666666667,1645495260.0,10.0,9.0,9.0,0.0,2.283333333333333,1646296680.0,10.0,13.0,10.0,1.7,27.55,1649338860.0,10.0,12.0,12.0,0.0,19.7,1650012480.0,10.0,7.0,7.0,0.0,1.2,1650096720.0,10.0,9.0,8.0,0.0,2.466666666666667,1651139220.0
2112542,10.0,11.0,10.0,0.0,17.516666666666666,1642843200.0,10.0,12.0,10.0,0.0,117.2,1645081560.0,10.0,10.0,9.0,0.0,0.75,1645455840.0,10.0,11.0,9.0,0.0,26.566666666666666,1646363460.0,10.0,10.0,10.0,0.0,6.5,1649057400.0,10.0,13.0,12.0,0.0,3.533333333333333,1649911560.0,10.0,9.0,7.0,2.857142857142857,83.35,1650209820.0,10.0,10.0,8.0,0.0,1.6333333333333333,1651113360.0
2115386,9.9,19.0,10.0,3.6450000000000005,377.3333333333333,1644206940.0,9.364,11.0,10.0,0.182,41.46666666666667,1645205400.0,10.0,10.0,9.0,1.1111111111111112,68.73333333333333,1645371300.0,10.0,10.0,9.0,0.0,26.6,1646296920.0,10.0,20.0,10.0,6.0,162.33333333333334,1649671260.0,10.0,17.0,12.0,3.4166666666666665,98.96666666666667,1650183780.0,10.0,11.0,7.0,4.285714285714286,123.6,1650188580.0,10.0,8.0,8.0,0.0,3.35,1651049100.0
2013917,9.9,14.0,10.0,1.355,564.5333333333333,1644813840.0,9.0,12.0,10.0,1.2,126.81666666666666,1645605300.0,10.0,10.0,9.0,0.0,74.08333333333333,1645795980.0,10.0,9.0,9.0,0.0,3.816666666666667,1646366940.0,9.8,11.0,10.0,0.1,31.65,1649864100.0,10.0,12.0,12.0,0.0,28.633333333333333,1650379380.0,0.0,0.0,0.0,0.0,0.0,0.0,7.5,9.0,8.0,1.25,58.4,1650967500.0
2110352,10.0,15.0,10.0,1.373,539.7166666666667,1644721800.0,10.0,10.0,10.0,0.0,9.533333333333333,1645111440.0,10.0,11.0,9.0,1.1111111111111112,120.06666666666666,1645367400.0,10.0,9.0,9.0,0.0,3.566666666666667,1646297160.0,10.0,14.0,10.0,2.0,121.45,1649502720.0,10.0,12.0,12.0,0.0,4.316666666666666,1649929800.0,10.0,11.0,7.0,2.857142857142857,146.78333333333333,1650189660.0,10.0,11.0,8.0,0.0,2.283333333333333,1651735860.0
2110051,10.0,11.0,10.0,0.0,23.333333333333332,1642866000.0,10.0,13.0,10.0,0.4,7.166666666666667,1645100760.0,10.0,10.0,9.0,0.0,9.766666666666667,1644894420.0,10.0,10.0,9.0,0.0,1.5833333333333333,1646290920.0,10.0,10.0,10.0,0.0,54.18333333333333,1649255100.0,10.0,12.0,12.0,0.0,3.15,1649925240.0,10.0,7.0,7.0,0.0,68.73333333333333,1650169080.0,10.0,9.0,8.0,0.0,26.183333333333334,1651822680.0
2110540,10.0,11.0,10.0,0.0,44.11666666666667,1642941420.0,10.0,10.0,10.0,0.0,6.0,1643102100.0,10.0,9.0,9.0,0.0,11.683333333333334,1644851100.0,10.0,9.0,9.0,0.0,3.6333333333333333,1645417680.0,10.0,10.0,10.0,0.0,86.5,1649387580.0,10.0,12.0,12.0,0.0,107.6,1649426160.0,10.0,8.0,7.0,1.4285714285714286,33.81666666666667,1649944080.0,10.0,8.0,8.0,0.0,4.3,1650260820.0
